	0	1	2	3	4	5	6	7	8
199	89968251460118	20782	gzip	283193864	8	R	6	0	33df87873b8d9766f38f4334edc67bd0
200	89968251460118	20782	gzip	283193864	8	R	6	0	33df87873b8d9766f38f4334edc67bd0
201	89968251497873	20782	gzip	283193872	8	R	6	0	ff012e51ca46fe66e8e9a742a1f07107
202	89968251497873	20782	gzip	283193872	8	R	6	0	ff012e51ca46fe66e8e9a742a1f07107
203	89968251535856	20782	gzip	283193880	8	R	6	0	ffa3c3dbc72cd39cb4b7e09a54a4d92a
204	89968251535856	20782	gzip	283193880	8	R	6	0	ffa3c3dbc72cd39cb4b7e09a54a4d92a
205	89968251573851	20782	gzip	283193888	8	R	6	0	cd2b1e2058ce3cc62117b0a4d64c9318
206	89968251573851	20782	gzip	283193888	8	R	6	0	cd2b1e2058ce3cc62117b0a4d64c9318
207	89968251612658	20782	gzip	283193896	8	R	6	0	2e7ad51967c70d22be8f0d931191bd03
208	89968251612658	20782	gzip	283193896	8	R	6	0	2e7ad51967c70d22be8f0d931191bd03
209	89968251650362	20782	gzip	283193904	8	R	6	0	1f8f217c3b0739b5ae8a836b1ccf4a60
210	89968251650362	20782	gzip	283193904	8	R	6	0	1f8f217c3b0739b5ae8a836b1ccf4a60
211	89968251688171	20782	gzip	283193912	8	R	6	0	4b3f1ebd228ebb1f3e35c3868d3e241c
212	89968251688171	20782	gzip	283193912	8	R	6	0	4b3f1ebd228ebb1f3e35c3868d3e241c
213	89968251725351	20782	gzip	283193920	8	R	6	0	d82a636ac41b11b951c345176ab6d84e
214	89968251725351	20782	gzip	283193920	8	R	6	0	d82a636ac41b11b951c345176ab6d84e
215	89968251762910	20782	gzip	283193928	8	R	6	0	25a561f77decab947fae5cce642f0062
216	89968251762910	20782	gzip	283193928	8	R	6	0	25a561f77decab947fae5cce642f0062
217	89968252210134	20782	gzip	283193936	8	R	6	0	884188c7ba7e0017a93992b85ce97334
218	89968252210134	20782	gzip	283193936	8	R	6	0	884188c7ba7e0017a93992b85ce97334
219	89968252249435	20782	gzip	283193944	8	R	6	0	50a017b87c7b02fe6284f0fc113e4480
220	89968252249435	20782	gzip	283193944	8	R	6	0	50a017b87c7b02fe6284f0fc113e4480
221	89968252287289	20782	gzip	283193952	8	R	6	0	6e278d96ce2db8d3f1dcf5b3beabff16
222	89968252287289	20782	gzip	283193952	8	R	6	0	6e278d96ce2db8d3f1dcf5b3beabff16
223	89968252325636	20782	gzip	283193960	8	R	6	0	9b5948ebc0b755419425b201c6365db3
224	89968252325636	20782	gzip	283193960	8	R	6	0	9b5948ebc0b755419425b201c6365db3
225	89968252363529	20782	gzip	283193968	8	R	6	0	9ba4aeba7eaa4adca00e4a4f73ab3d3c
226	89968252363529	20782	gzip	283193968	8	R	6	0	9ba4aeba7eaa4adca00e4a4f73ab3d3c
227	89968252406132	20782	gzip	283193976	8	R	6	0	2c44f260a797c8097ddd81b24822af54
228	89968252406132	20782	gzip	283193976	8	R	6	0	2c44f260a797c8097ddd81b24822af54
229	89968252444079	20782	gzip	283193984	8	R	6	0	601c2422d405c1238140d52515199f42
230	89968252444079	20782	gzip	283193984	8	R	6	0	601c2422d405c1238140d52515199f42
231	89968252481912	20782	gzip	283193992	8	R	6	0	32a485fc8d8eac75a18beebb753af4f2
232	89968252481912	20782	gzip	283193992	8	R	6	0	32a485fc8d8eac75a18beebb753af4f2
233	89968252519811	20782	gzip	283194000	8	R	6	0	ed7339c54694f691f325fcc9add90a4d
234	89968252519811	20782	gzip	283194000	8	R	6	0	ed7339c54694f691f325fcc9add90a4d
235	89968252557262	20782	gzip	283194008	8	R	6	0	ba70f096f39fbbb3517b493847c10ca8
236	89968252557262	20782	gzip	283194008	8	R	6	0	ba70f096f39fbbb3517b493847c10ca8
237	89968252995354	20782	gzip	283194016	8	R	6	0	ac13e5351f605ea6a59eb2453d3ac421
238	89968252995354	20782	gzip	283194016	8	R	6	0	ac13e5351f605ea6a59eb2453d3ac421
239	89968253034835	20782	gzip	283194024	8	R	6	0	179dab52a666327e824c5b9cb1b277c8
240	89968253034835	20782	gzip	283194024	8	R	6	0	179dab52a666327e824c5b9cb1b277c8
241	89968253072782	20782	gzip	283194032	8	R	6	0	95f85e9840b42cc053ba87b621e90dc3
242	89968253072782	20782	gzip	283194032	8	R	6	0	95f85e9840b42cc053ba87b621e90dc3
243	89968253111075	20782	gzip	283194040	8	R	6	0	dc93b85b5202a6313b5d6da1ae28a2e9
244	89968253111075	20782	gzip	283194040	8	R	6	0	dc93b85b5202a6313b5d6da1ae28a2e9
245	89968253149368	20782	gzip	283194048	8	R	6	0	6bfbf3cb8f192a8b89e474d11d058f1e
246	89968253149368	20782	gzip	283194048	8	R	6	0	6bfbf3cb8f192a8b89e474d11d058f1e
247	89968253187448	20782	gzip	283194056	8	R	6	0	05dafae0dfaa3e6bbb5319a64779aab3
248	89968253187448	20782	gzip	283194056	8	R	6	0	05dafae0dfaa3e6bbb5319a64779aab3
249	89968253225160	20782	gzip	283194064	8	R	6	0	33730444f31ec773cf2a51253d549957
250	89968253225160	20782	gzip	283194064	8	R	6	0	33730444f31ec773cf2a51253d549957
251	89968253262981	20782	gzip	283194072	8	R	6	0	a299f553f6685d19c541bf0ba383ac48
252	89968253262981	20782	gzip	283194072	8	R	6	0	a299f553f6685d19c541bf0ba383ac48
253	89968253303319	20782	gzip	283194080	8	R	6	0	2b8b26b8e25eb86256547945103cd0da
254	89968253303319	20782	gzip	283194080	8	R	6	0	2b8b26b8e25eb86256547945103cd0da
255	89968253340484	20782	gzip	283194088	8	R	6	0	2dc111c8e05353a07d8ed253348ab3ac
256	89968253340484	20782	gzip	283194088	8	R	6	0	2dc111c8e05353a07d8ed253348ab3ac
257	89968263431852	20782	gzip	283194096	8	R	6	0	9bfef4b6c983bbe5972f832d5083b21a
258	89968263431852	20782	gzip	283194096	8	R	6	0	9bfef4b6c983bbe5972f832d5083b21a
259	89968263476268	20782	gzip	283194104	8	R	6	0	f8c9abd90b3fbc98aa3137361684c879
260	89968263476268	20782	gzip	283194104	8	R	6	0	f8c9abd90b3fbc98aa3137361684c879
261	89968263516095	20782	gzip	283194112	8	R	6	0	69e0b7d51a230c92c4b656fa6dacfeb3
262	89968263516095	20782	gzip	283194112	8	R	6	0	69e0b7d51a230c92c4b656fa6dacfeb3
263	89968263558626	20782	gzip	283194120	8	R	6	0	69edafd6ee8660d40b4112df72065e57
264	89968263558626	20782	gzip	283194120	8	R	6	0	69edafd6ee8660d40b4112df72065e57
265	89968263600801	20782	gzip	283194128	8	R	6	0	515d8d1ea21bee131efad135ce579abc
266	89968263600801	20782	gzip	283194128	8	R	6	0	515d8d1ea21bee131efad135ce579abc
267	89968263641458	20782	gzip	283194136	8	R	6	0	8696a0a8936acd11c36bb635d1e62bda
268	89968263641458	20782	gzip	283194136	8	R	6	0	8696a0a8936acd11c36bb635d1e62bda
269	89968263679351	20782	gzip	283194144	8	R	6	0	097ae841aabf2a04678a56ee058b6de9
270	89968263679351	20782	gzip	283194144	8	R	6	0	097ae841aabf2a04678a56ee058b6de9
271	89968263718276	20782	gzip	283194152	8	R	6	0	e70753be3a4a71305c7a3c6580cc6da5
272	89968263718276	20782	gzip	283194152	8	R	6	0	e70753be3a4a71305c7a3c6580cc6da5
273	89968263756073	20782	gzip	283194160	8	R	6	0	8d961295477e6d95a1d44672b089824c
274	89968263756073	20782	gzip	283194160	8	R	6	0	8d961295477e6d95a1d44672b089824c
275	89968263794095	20782	gzip	283194168	8	R	6	0	1edf1087477ec8a592ef18e706c48bf2
276	89968263794095	20782	gzip	283194168	8	R	6	0	1edf1087477ec8a592ef18e706c48bf2
277	89968271451941	20782	gzip	283194176	8	R	6	0	bf874fecd9a3fee38e699e2169719a62
278	89968271451941	20782	gzip	283194176	8	R	6	0	bf874fecd9a3fee38e699e2169719a62
279	89968271491202	20782	gzip	283194184	8	R	6	0	0fd9623c9f460a13444acfe92d3c3e62
280	89968271491202	20782	gzip	283194184	8	R	6	0	0fd9623c9f460a13444acfe92d3c3e62
281	89968271529240	20782	gzip	283194192	8	R	6	0	79b8a92028e9b9f35b9d51d5232b8e34
